"","MOSTYPE","MAANTHUI","MGEMOMV","MGEMLEEF","MOSHOOFD","MGODRK","MGODPR","MGODOV","MGODGE","MRELGE","MRELSA","MRELOV","MFALLEEN","MFGEKIND","MFWEKIND","MOPLHOOG","MOPLMIDD","MOPLLAAG","MBERHOOG","MBERZELF","MBERBOER","MBERMIDD","MBERARBG","MBERARBO","MSKA","MSKB1","MSKB2","MSKC","MSKD","MHHUUR","MHKOOP","MAUT1","MAUT2","MAUT0","MZFONDS","MZPART","MINKM30","MINK3045","MINK4575","MINK7512","MINK123M","MINKGEM","MKOOPKLA","PWAPART","PWABEDR","PWALAND","PPERSAUT","PBESAUT","PMOTSCO","PVRAAUT","PAANHANG","PTRACTOR","PWERKT","PBROM","PLEVEN","PPERSONG","PGEZONG","PWAOREG","PBRAND","PZEILPL","PPLEZIER","PFIETS","PINBOED","PBYSTAND","AWAPART","AWABEDR","AWALAND","APERSAUT","ABESAUT","AMOTSCO","AVRAAUT","AAANHANG","ATRACTOR","AWERKT","ABROM","ALEVEN","APERSONG","AGEZONG","AWAOREG","ABRAND","AZEILPL","APLEZIER","AFIETS","AINBOED","ABYSTAND","Purchase"
"4545",33,1,3,2,8,0,3,1,5,6,0,3,2,2,6,0,4,5,2,0,0,3,4,2,1,0,2,5,3,5,4,5,1,3,7,2,4,4,2,0,0,3,3,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"No"
"4546",35,1,3,3,8,0,5,1,3,7,1,2,1,4,4,0,2,7,1,0,3,2,2,3,1,2,3,4,1,4,5,6,3,1,7,2,2,5,1,2,0,4,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"No"
"4548",31,1,2,2,7,1,3,2,5,5,2,2,3,2,5,1,2,7,1,0,0,3,4,3,1,1,1,6,2,8,1,7,1,2,8,1,3,5,2,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"4549",24,1,2,3,5,1,5,1,3,4,1,5,4,2,3,1,3,5,1,0,1,2,3,4,1,2,2,5,1,5,4,5,1,3,8,1,5,3,2,0,0,3,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"4553",33,2,3,3,8,0,4,0,5,7,0,2,2,1,6,0,2,7,0,0,0,3,6,0,0,1,1,6,2,4,5,5,2,3,8,1,3,4,2,0,0,3,3,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"4554",13,1,3,3,3,3,3,1,4,6,2,2,2,4,4,2,5,3,3,0,0,4,2,1,2,2,2,4,1,4,5,7,1,2,5,4,4,3,3,1,0,4,7,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"4558",33,1,3,3,8,1,5,1,3,7,1,2,2,3,5,2,4,4,3,1,2,2,2,1,3,2,3,3,1,3,6,6,2,1,5,4,3,2,3,2,1,4,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"4561",1,1,3,4,1,0,4,0,5,7,1,1,1,6,3,4,3,2,4,0,0,3,1,2,4,4,0,2,1,1,8,8,1,1,7,2,2,3,5,0,0,5,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"4569",35,1,2,3,8,1,5,1,3,5,1,4,3,3,4,2,2,6,1,1,1,2,4,2,1,1,2,5,1,4,5,6,1,2,7,2,3,5,2,0,0,3,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"4570",23,1,2,3,5,2,6,1,1,7,1,2,3,3,4,1,5,4,2,1,0,4,1,3,1,3,2,4,1,4,5,7,1,1,5,4,2,6,2,1,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"No"
"4571",33,1,3,2,8,0,4,2,4,8,1,0,0,2,7,0,3,6,0,0,0,4,3,3,0,1,3,6,0,3,6,6,3,0,9,0,2,5,2,2,0,4,3,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"No"
"4573",1,1,2,4,1,0,4,0,5,7,0,2,2,5,2,4,5,0,9,0,0,0,0,0,9,0,0,0,0,6,3,9,0,0,2,7,0,2,5,2,0,6,8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"4577",24,1,2,2,5,0,3,1,6,5,2,3,3,2,5,1,4,5,1,0,0,3,4,2,1,2,2,5,1,8,1,6,1,2,8,1,6,3,1,0,0,2,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"4579",35,1,2,4,8,0,7,0,2,5,0,4,3,5,2,1,4,4,2,0,4,3,2,0,2,1,4,2,2,3,6,4,2,3,4,5,4,3,0,2,0,4,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"4580",27,1,1,5,6,2,5,2,0,0,0,9,7,2,0,2,1,7,2,0,1,3,3,2,2,0,1,4,4,8,1,0,0,9,9,0,4,5,0,0,0,2,1,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"No"
"4584",3,1,3,3,1,2,2,0,6,5,2,3,2,4,4,3,6,0,2,2,0,6,0,1,3,2,5,0,0,5,4,6,0,3,5,4,4,2,1,2,2,6,6,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"4590",37,1,3,3,8,2,7,0,0,7,1,2,1,3,5,0,4,5,2,1,0,3,2,3,1,3,2,4,1,0,9,6,2,2,5,4,0,5,3,1,0,4,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Yes"
"4595",5,1,3,3,1,0,5,0,4,6,0,3,0,3,6,4,2,4,4,0,0,2,4,0,4,0,2,4,0,0,9,4,5,0,5,4,0,3,6,0,0,4,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"4596",6,1,3,3,2,0,7,0,2,9,0,0,0,4,5,1,4,5,1,0,2,0,7,0,1,2,0,7,1,4,5,7,2,0,8,1,3,3,4,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"4600",32,1,3,2,7,0,5,0,4,5,1,3,3,2,5,1,4,4,2,1,0,3,3,2,1,2,2,4,1,7,2,5,1,4,7,2,3,5,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"4606",11,2,4,2,3,0,9,0,0,9,0,0,0,0,9,0,3,6,0,0,0,5,3,2,0,3,0,6,0,2,7,5,4,0,5,4,0,4,5,0,0,4,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"4613",23,1,2,2,5,2,2,1,5,4,3,2,3,5,2,1,5,4,1,0,0,6,1,3,1,4,1,4,1,5,4,7,1,2,7,2,2,3,4,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"No"
"4615",35,1,3,3,8,0,5,0,4,4,0,5,3,2,5,1,3,6,0,0,2,2,4,3,0,1,3,5,1,2,7,5,1,3,7,2,3,3,3,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"4617",10,1,4,2,3,1,4,1,4,8,1,1,0,0,9,0,5,4,3,0,0,0,0,6,0,0,5,4,0,3,6,7,2,1,3,6,0,0,0,9,0,8,8,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Yes"
"4618",31,1,3,2,7,1,2,2,5,5,2,3,1,3,6,1,3,6,0,0,0,3,3,3,0,1,2,6,1,8,1,5,1,4,8,1,3,5,2,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"No"
"4619",3,1,3,3,1,0,2,0,7,9,0,0,0,4,5,3,5,2,7,0,0,2,0,0,7,0,0,2,0,0,9,6,3,0,2,7,0,0,9,0,0,6,6,0,2,0,6,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,"No"
"4620",8,1,3,3,2,1,7,0,1,6,0,3,2,4,4,4,3,2,3,0,0,5,1,1,3,2,3,2,0,0,9,6,3,2,5,4,1,4,4,1,0,5,7,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"No"
"4622",16,8,2,3,4,3,3,1,4,3,2,5,4,4,2,3,5,2,3,1,0,5,1,2,3,3,3,2,1,4,5,5,1,4,3,6,2,4,3,2,1,5,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"No"
"4623",39,2,5,2,9,1,5,0,3,7,1,2,0,0,9,0,4,5,0,0,0,6,3,0,0,4,0,5,0,2,7,6,2,2,6,3,0,4,5,0,0,4,5,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Yes"
"4626",23,1,1,2,5,1,4,1,4,2,2,5,5,3,1,1,4,4,2,0,0,2,2,4,2,1,2,5,1,7,2,6,0,3,7,2,4,3,2,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"4630",36,1,3,3,8,1,4,1,4,6,1,3,2,4,4,1,3,6,1,1,1,2,4,2,1,2,2,4,1,4,5,5,2,3,7,2,3,4,2,1,1,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"No"
"4633",33,1,3,2,8,0,4,0,5,9,0,0,0,3,6,0,4,5,0,0,0,2,5,3,0,2,2,5,2,0,9,9,0,0,9,0,1,5,4,0,0,4,3,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"No"
"4640",36,1,3,4,8,0,6,0,3,7,0,2,0,3,6,0,3,6,2,1,2,1,3,3,1,0,4,5,0,1,8,7,2,0,7,2,4,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"No"
"4642",41,1,3,3,10,0,7,0,3,8,1,1,1,3,5,1,4,5,1,1,3,2,3,1,2,1,3,4,0,2,7,5,4,0,6,3,3,4,4,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"4644",13,1,3,3,3,1,4,2,3,7,1,2,1,3,6,1,7,1,3,0,0,6,1,1,2,2,5,2,0,7,2,7,2,1,6,3,1,5,4,1,0,4,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"4646",39,1,2,4,9,4,4,0,2,9,0,0,3,4,3,4,3,3,5,0,0,1,1,3,3,2,0,1,4,3,6,4,4,2,7,2,0,4,1,1,4,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"No"
"4647",13,2,4,3,3,0,4,2,4,8,1,1,1,3,6,1,7,2,4,0,0,3,3,0,1,3,3,3,0,1,8,8,0,1,4,5,0,5,4,0,0,4,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"4648",41,1,2,3,10,0,9,0,0,5,0,4,4,3,3,0,3,6,0,0,2,0,3,5,0,3,0,6,0,0,9,3,2,4,7,2,6,3,0,0,0,2,4,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"No"
"4649",3,1,3,3,1,1,5,2,3,5,1,3,0,3,6,0,2,7,0,0,2,3,0,4,0,1,3,3,3,7,2,6,1,3,7,2,3,5,2,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"4651",6,2,4,2,2,0,6,0,3,9,0,0,0,1,8,4,5,1,5,1,0,2,2,1,5,2,2,2,1,0,9,8,1,0,3,6,0,3,5,2,0,5,8,2,0,0,6,0,0,0,0,0,0,0,6,2,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,"No"
"4659",35,1,3,3,8,0,5,1,3,6,2,1,1,4,4,1,3,6,2,0,1,3,3,2,2,1,2,5,1,5,4,6,1,2,6,3,2,4,3,1,1,4,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"No"
"4660",39,1,4,2,9,2,0,2,5,9,0,0,0,3,6,2,4,4,2,0,0,3,5,0,2,0,3,5,0,0,9,9,0,0,7,2,0,5,4,0,0,4,5,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"No"
"4663",3,1,3,3,1,0,3,1,5,6,1,3,2,3,4,2,3,5,3,0,0,2,3,2,2,2,2,4,2,5,4,5,1,3,7,2,3,2,4,1,0,4,6,0,0,0,7,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"No"
"4667",31,1,2,4,7,0,4,0,5,5,2,2,2,3,4,0,1,8,2,0,0,1,4,4,1,1,2,3,4,8,1,4,0,5,8,1,5,4,1,1,0,3,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"4670",3,1,3,4,1,0,9,0,0,9,0,0,0,6,3,0,6,3,4,0,0,4,0,3,3,0,4,3,0,4,6,9,0,0,6,4,3,4,4,0,0,4,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"4681",39,1,3,2,9,0,3,1,6,8,1,1,1,2,6,1,3,6,0,0,0,3,5,2,0,1,2,6,1,6,3,6,2,2,9,0,2,7,1,0,0,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"No"
"4682",23,1,1,2,5,1,4,1,4,2,2,5,5,3,1,1,4,4,2,0,0,2,2,4,2,1,2,5,1,7,2,6,0,3,7,2,4,3,2,1,0,3,3,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"No"
"4684",34,1,4,2,8,1,4,1,4,7,1,2,0,0,9,0,3,6,3,0,0,3,5,0,0,0,5,4,0,0,9,6,2,1,5,4,0,6,0,3,0,5,6,2,0,0,6,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,"No"
"4685",35,1,3,3,8,0,6,0,3,5,1,4,2,3,5,0,1,8,1,0,0,3,2,5,1,1,2,5,2,7,2,4,0,5,8,1,3,3,1,3,0,4,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"4687",39,1,3,3,9,2,6,0,2,5,3,2,2,6,2,2,5,3,2,2,0,2,3,2,2,1,2,4,2,3,7,5,2,3,6,3,3,4,2,2,0,4,5,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"No"
"4689",38,1,3,3,9,1,5,1,3,5,1,3,3,2,4,2,3,5,2,1,0,3,2,3,2,2,2,3,2,5,4,4,2,4,7,2,3,5,1,1,0,3,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"4690",39,2,5,2,9,1,5,0,3,7,1,2,0,0,9,0,4,5,0,0,0,6,3,0,0,4,0,5,0,2,7,6,2,2,6,3,0,4,5,0,0,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"4693",22,2,2,4,5,0,0,0,9,2,3,5,4,2,4,1,3,5,1,0,0,3,0,5,1,2,2,5,0,9,0,4,0,5,7,2,6,2,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"4694",33,1,3,3,8,0,5,1,3,7,1,2,2,3,4,2,3,4,3,1,1,2,2,3,3,1,3,3,1,2,7,7,2,1,5,4,2,4,3,1,1,4,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"4697",36,1,1,3,8,0,4,4,2,6,0,3,7,1,1,5,4,0,2,0,0,1,0,7,2,7,0,0,0,0,9,5,4,0,3,6,0,1,8,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"No"
"4700",23,1,1,1,5,1,4,2,3,4,1,4,5,4,1,1,4,4,2,1,0,3,4,0,1,1,0,7,0,8,1,6,0,3,7,2,4,0,5,0,0,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"No"
"4702",9,1,4,2,3,2,3,1,5,7,0,2,1,2,7,2,5,3,2,0,0,4,1,3,1,3,1,4,2,9,0,4,3,2,6,3,4,3,2,1,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"4703",4,2,2,4,1,0,5,1,3,6,1,3,3,4,3,3,3,4,3,1,1,3,2,2,3,2,2,3,1,3,6,6,1,3,7,2,3,2,4,1,0,3,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"No"
"4708",39,1,3,3,9,0,4,1,4,7,0,2,2,3,5,0,2,7,0,0,3,0,3,3,2,0,2,3,4,3,6,5,2,3,7,2,5,4,0,0,0,2,5,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,"No"
"4709",37,1,2,3,8,1,4,1,4,5,1,4,3,3,3,0,4,5,1,1,1,4,2,2,1,2,3,4,1,2,7,5,1,4,7,2,3,3,3,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"4711",39,1,3,3,9,1,5,1,3,5,1,3,3,2,4,2,3,5,2,1,0,3,2,3,2,2,2,3,2,5,4,4,2,4,7,2,3,5,1,1,0,3,5,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"No"
"4712",1,1,3,3,1,2,5,3,0,9,0,0,2,5,4,4,3,2,6,0,0,3,1,0,4,2,3,1,0,0,9,5,4,0,0,9,0,0,8,1,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"No"
"4713",8,1,3,2,2,0,7,2,0,7,2,0,0,6,3,2,7,0,2,0,0,7,0,0,2,3,4,0,0,0,9,7,2,0,7,2,0,6,3,0,0,4,7,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"No"
"4714",38,1,3,2,9,0,3,1,5,8,0,1,1,2,7,2,3,5,2,0,0,2,3,3,2,0,2,5,1,9,0,7,0,2,9,0,3,6,0,0,0,3,4,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Yes"
"4716",39,1,3,3,9,2,7,1,0,7,0,2,0,2,7,4,2,4,4,0,0,0,2,4,4,0,2,2,3,1,8,7,2,0,5,4,2,3,2,3,0,5,5,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"No"
"4718",2,1,2,3,1,1,5,1,3,5,1,4,3,3,4,2,2,6,1,1,1,2,4,2,1,1,2,5,1,4,5,6,1,2,7,2,3,5,2,0,0,3,6,2,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,"No"
"4720",28,6,2,5,6,0,6,1,3,5,1,4,3,4,2,1,4,5,3,0,1,3,1,3,2,2,2,4,0,6,3,6,0,3,5,4,5,2,3,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"No"
"4726",33,1,3,3,8,1,7,1,2,8,1,1,1,3,6,1,4,5,2,1,2,2,3,1,2,1,3,4,0,1,8,5,4,1,5,4,2,3,4,1,0,4,3,2,0,0,6,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"No"
"4731",3,1,3,3,1,2,3,2,4,5,1,3,2,4,4,3,5,1,4,1,0,3,2,1,2,3,2,4,0,1,8,3,0,6,6,3,2,1,5,2,1,6,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"No"
"4734",32,1,3,3,7,1,4,2,3,7,1,2,2,3,4,1,3,5,1,1,1,2,3,3,2,2,2,4,1,4,5,6,2,2,7,2,1,4,4,1,0,4,1,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"No"
"4736",5,1,3,3,1,2,3,1,4,6,1,2,1,4,5,1,6,2,2,1,0,6,1,2,1,3,2,2,3,7,2,6,1,2,6,3,2,6,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"No"
"4737",11,1,3,3,3,2,7,0,0,9,0,0,2,3,4,0,5,4,5,0,0,4,0,1,1,2,4,2,2,1,8,7,2,0,7,2,2,4,3,0,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"No"
"4743",6,1,3,2,2,0,4,2,4,9,0,0,0,5,4,3,5,2,7,0,0,2,0,0,4,4,0,2,0,0,9,5,4,0,0,9,0,3,6,0,0,5,8,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"No"
"4745",40,1,3,3,10,0,6,2,2,6,0,3,3,2,5,0,3,6,0,0,9,0,0,0,3,0,2,0,4,0,9,5,2,3,7,2,5,4,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
"4746",10,1,4,3,3,0,5,2,3,7,1,1,1,3,6,2,5,3,4,0,0,3,2,0,3,2,3,3,0,1,8,8,0,1,5,4,0,5,4,0,0,4,8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No"
